FTIR Spectrum of Ammonia Molecule,
Wavenumber (cm-1),% of Transmittance
2284.55,1.00E+02
2284.61,1.00E+02
2284.67,1.00E+02
2284.73,1.00E+02
2284.79,1.00E+02
2284.85,1.00E+02
2284.91,1.00E+02
2284.97,1.00E+02
2285.03,1.00E+02
2285.09,1.00E+02
2285.15,1.00E+02
2285.21,1.00E+02
2285.27,1.00E+02
2285.33,1.00E+02
2285.39,1.00E+02
2285.45,1.00E+02
2285.51,1.00E+02
2285.57,1.00E+02
2285.63,1.00E+02
2285.69,1.00E+02
2285.75,1.00E+02
2285.81,1.00E+02
2285.87,1.00E+02
2285.93,1.00E+02
2285.99,1.00E+02
2286.05,1.00E+02
2286.11,1.00E+02
2286.17,1.00E+02
2286.23,1.00E+02
2286.29,1.00E+02
2286.35,1.00E+02
2286.42,1.00E+02
2286.48,1.00E+02
2286.54,1.00E+02
2286.6,1.00E+02
2286.66,1.00E+02
2286.72,1.00E+02
2286.78,1.00E+02
2286.84,1.00E+02
2286.9,1.00E+02
2286.96,1.00E+02
2287.02,1.00E+02
2287.08,1.00E+02
2287.14,1.00E+02
2287.2,1.00E+02
2287.26,1.00E+02
2287.32,1.00E+02
2287.38,1.00E+02
2287.44,1.00E+02
2287.5,1.00E+02
2287.56,1.00E+02
2287.62,1.00E+02
2287.68,1.00E+02
2287.74,1.00E+02
2287.8,1.00E+02
2287.86,1.00E+02
2287.92,1.00E+02
2287.98,1.00E+02
2288.04,1.00E+02
2288.1,1.00E+02
2288.16,1.00E+02
2288.22,1.00E+02
2288.28,1.00E+02
2288.34,1.00E+02
2288.4,1.00E+02
2288.46,1.00E+02
2288.52,1.00E+02
2288.58,1.00E+02
2288.65,1.00E+02
2288.71,1.00E+02
2288.77,1.00E+02
2288.83,1.00E+02
2288.89,1.00E+02
2288.95,1.00E+02
2289.01,1.00E+02
2289.07,1.00E+02
2289.13,1.00E+02
2289.19,1.00E+02
2289.25,1.00E+02
2289.31,1.00E+02
2289.37,1.00E+02
2289.43,1.00E+02
2289.49,1.00E+02
2289.55,1.00E+02
2289.61,1.00E+02
2289.67,1.00E+02
2289.73,1.00E+02
2289.79,1.00E+02
2289.85,1.00E+02
2289.91,1.00E+02
2289.97,1.00E+02
2290.03,1.00E+02
2290.09,1.00E+02
2290.15,1.00E+02
2290.21,1.00E+02
2290.27,1.00E+02
2290.33,1.00E+02
2290.39,1.00E+02
2290.45,1.00E+02
2290.51,1.00E+02
2290.57,1.00E+02
2290.63,1.00E+02
2290.69,1.00E+02
2290.75,1.00E+02
2290.81,1.00E+02
2290.88,1.00E+02
2290.94,1.00E+02
2291,1.00E+02
2291.06,1.00E+02
2291.12,1.00E+02
2291.18,1.00E+02
2291.24,1.00E+02
2291.3,1.00E+02
2291.36,1.00E+02
2291.42,1.00E+02
2291.48,1.00E+02
2291.54,1.00E+02
2291.6,1.00E+02
2291.66,1.00E+02
2291.72,1.00E+02
2291.78,1.00E+02
2291.84,1.00E+02
2291.9,1.00E+02
2291.96,1.00E+02
2292.02,1.00E+02
2292.08,1.00E+02
2292.14,1.00E+02
2292.2,1.00E+02
2292.26,1.00E+02
2292.32,1.00E+02
2292.38,1.00E+02
2292.44,1.00E+02
2292.5,1.00E+02
2292.56,1.00E+02
2292.62,1.00E+02
2292.68,1.00E+02
2292.74,1.00E+02
2292.8,1.00E+02
2292.86,1.00E+02
2292.92,1.00E+02
2292.98,1.00E+02
2293.04,1.00E+02
2293.1,1.00E+02
2293.17,1.00E+02
2293.23,1.00E+02
2293.29,1.00E+02
2293.35,1.00E+02
2293.41,1.00E+02
2293.47,1.00E+02
2293.53,1.00E+02
2293.59,1.00E+02
2293.65,1.00E+02
2293.71,1.00E+02
2293.77,1.00E+02
2293.83,1.00E+02
2293.89,1.00E+02
2293.95,1.00E+02
2294.01,1.00E+02
2294.07,1.00E+02
2294.13,1.00E+02
2294.19,1.00E+02
2294.25,1.00E+02
2294.31,1.00E+02
2294.37,1.00E+02
2294.43,1.00E+02
2294.49,1.00E+02
2294.55,1.00E+02
2294.61,1.00E+02
2294.67,1.00E+02
2294.73,1.00E+02
2294.79,1.00E+02
2294.85,1.00E+02
2294.91,1.00E+02
2294.97,1.00E+02
2295.03,1.00E+02
2295.09,1.00E+02
2295.15,1.00E+02
2295.21,1.00E+02
2295.27,1.00E+02
2295.33,1.00E+02
2295.4,1.00E+02
2295.46,1.00E+02
2295.52,1.00E+02
2295.58,1.00E+02
2295.64,1.00E+02
2295.7,1.00E+02
2295.76,1.00E+02
2295.82,1.00E+02
2295.88,1.00E+02
2295.94,9.99E+01
2296,9.99E+01
2296.06,1.00E+02
2296.12,1.00E+02
2296.18,1.00E+02
2296.24,1.00E+02
2296.3,1.00E+02
2296.36,1.00E+02
2296.42,1.00E+02
2296.48,1.00E+02
2296.54,1.00E+02
2296.6,1.00E+02
2296.66,1.00E+02
2296.72,1.00E+02
2296.78,1.00E+02
2296.84,1.00E+02
2296.9,1.00E+02
2296.96,1.00E+02
2297.02,1.00E+02
2297.08,1.00E+02
2297.14,1.00E+02
2297.2,1.00E+02
2297.26,1.00E+02
2297.32,1.00E+02
2297.38,1.00E+02
2297.44,1.00E+02
2297.5,1.00E+02
2297.56,1.00E+02
2297.63,1.00E+02
2297.69,1.00E+02
2297.75,1.00E+02
2297.81,1.00E+02
2297.87,1.00E+02
2297.93,1.00E+02
2297.99,1.00E+02
2298.05,1.00E+02
2298.11,1.00E+02
2298.17,9.99E+01
2298.23,9.99E+01
2298.29,9.99E+01
2298.35,9.98E+01
2298.41,9.99E+01
2298.47,9.99E+01
2298.53,9.99E+01
2298.59,1.00E+02
2298.65,1.00E+02
2298.71,1.00E+02
2298.77,1.00E+02
2298.83,1.00E+02
2298.89,1.00E+02
2298.95,1.00E+02
2299.01,1.00E+02
2299.07,1.00E+02
2299.13,1.00E+02
2299.19,1.00E+02
2299.25,1.00E+02
2299.31,1.00E+02
2299.37,1.00E+02
2299.43,1.00E+02
2299.49,1.00E+02
2299.55,1.00E+02
2299.61,1.00E+02
2299.67,1.00E+02
2299.73,1.00E+02
2299.79,1.00E+02
2299.85,1.00E+02
2299.92,1.00E+02
2299.98,1.00E+02
2300.04,1.00E+02
2300.1,1.00E+02
2300.16,1.00E+02
2300.22,1.00E+02
2300.28,9.99E+01
2300.34,9.99E+01
2300.4,9.99E+01
2300.46,9.99E+01
2300.52,9.99E+01
2300.58,9.99E+01
2300.64,9.99E+01
2300.7,1.00E+02
2300.76,1.00E+02
2300.82,1.00E+02
2300.88,1.00E+02
2300.94,1.00E+02
2301,1.00E+02
2301.06,1.00E+02
2301.12,1.00E+02
2301.18,1.00E+02
2301.24,1.00E+02
2301.3,1.00E+02
2301.36,1.00E+02
2301.42,1.00E+02
2301.48,1.00E+02
2301.54,1.00E+02
2301.6,1.00E+02
2301.66,1.00E+02
2301.72,1.00E+02
2301.78,1.00E+02
2301.84,1.00E+02
2301.9,1.00E+02
2301.96,1.00E+02
2302.02,1.00E+02
2302.08,1.00E+02
2302.15,1.00E+02
2302.21,1.00E+02
2302.27,9.99E+01
2302.33,9.99E+01
2302.39,9.98E+01
2302.45,9.97E+01
2302.51,9.97E+01
2302.57,9.97E+01
2302.63,9.97E+01
2302.69,9.97E+01
2302.75,9.98E+01
2302.81,9.99E+01
2302.87,1.00E+02
2302.93,1.00E+02
2302.99,1.00E+02
2303.05,1.00E+02
2303.11,1.00E+02
2303.17,1.00E+02
2303.23,1.00E+02
2303.29,1.00E+02
2303.35,1.00E+02
2303.41,1.00E+02
2303.47,1.00E+02
2303.53,1.00E+02
2303.59,1.00E+02
2303.65,1.00E+02
2303.71,1.00E+02
2303.77,1.00E+02
2303.83,1.00E+02
2303.89,1.00E+02
2303.95,1.00E+02
2304.01,1.00E+02
2304.07,1.00E+02
2304.13,1.00E+02
2304.19,1.00E+02
2304.25,1.00E+02
2304.31,1.00E+02
2304.37,1.00E+02
2304.44,9.99E+01
2304.5,9.98E+01
2304.56,9.97E+01
2304.62,9.96E+01
2304.68,9.96E+01
2304.74,9.96E+01
2304.8,9.96E+01
2304.86,9.96E+01
2304.92,9.97E+01
2304.98,9.98E+01
2305.04,9.99E+01
2305.1,1.00E+02
2305.16,1.00E+02
2305.22,1.00E+02
2305.28,1.00E+02
2305.34,1.00E+02
2305.4,1.00E+02
2305.46,1.00E+02
2305.52,1.00E+02
2305.58,1.00E+02
2305.64,1.00E+02
2305.7,1.00E+02
2305.76,1.00E+02
2305.82,1.00E+02
2305.88,1.00E+02
2305.94,1.00E+02
2306,1.00E+02
2306.06,1.00E+02
2306.12,1.00E+02
2306.18,1.00E+02
2306.24,1.00E+02
2306.3,1.00E+02
2306.36,1.00E+02
2306.42,1.00E+02
2306.48,9.99E+01
2306.54,9.98E+01
2306.6,9.97E+01
2306.67,9.96E+01
2306.73,9.95E+01
2306.79,9.94E+01
2306.85,9.94E+01
2306.91,9.94E+01
2306.97,9.94E+01
2307.03,9.95E+01
2307.09,9.96E+01
2307.15,9.97E+01
2307.21,9.98E+01
2307.27,9.99E+01
2307.33,1.00E+02
2307.39,1.00E+02
2307.45,1.00E+02
2307.51,1.00E+02
2307.57,1.00E+02
2307.63,1.00E+02
2307.69,1.00E+02
2307.75,1.00E+02
2307.81,1.00E+02
2307.87,1.00E+02
2307.93,1.00E+02
2307.99,1.00E+02
2308.05,1.00E+02
2308.11,1.00E+02
2308.17,1.00E+02
2308.23,1.00E+02
2308.29,1.00E+02
2308.35,1.00E+02
2308.41,1.00E+02
2308.47,9.99E+01
2308.53,9.99E+01
2308.59,9.98E+01
2308.65,9.98E+01
2308.71,9.97E+01
2308.77,9.96E+01
2308.83,9.95E+01
2308.89,9.94E+01
2308.96,9.93E+01
2309.02,9.93E+01
2309.08,9.93E+01
2309.14,9.94E+01
2309.2,9.95E+01
2309.26,9.96E+01
2309.32,9.97E+01
2309.38,9.98E+01
2309.44,9.98E+01
2309.5,9.99E+01
2309.56,9.99E+01
2309.62,9.99E+01
2309.68,1.00E+02
2309.74,1.00E+02
2309.8,1.00E+02
2309.86,1.00E+02
2309.92,1.00E+02
2309.98,1.00E+02
2310.04,1.00E+02
2310.1,1.00E+02
2310.16,1.00E+02
2310.22,1.00E+02
2310.28,1.00E+02
2310.34,9.99E+01
2310.4,9.99E+01
2310.46,9.99E+01
2310.52,9.98E+01
2310.58,9.98E+01
2310.64,9.98E+01
2310.7,9.97E+01
2310.76,9.97E+01
2310.82,9.96E+01
2310.88,9.94E+01
2310.94,9.93E+01
2311,9.92E+01
2311.06,9.91E+01
2311.12,9.91E+01
2311.19,9.91E+01
2311.25,9.92E+01
2311.31,9.94E+01
2311.37,9.95E+01
2311.43,9.96E+01
2311.49,9.97E+01
2311.55,9.98E+01
2311.61,9.99E+01
2311.67,1.00E+02
2311.73,1.00E+02
2311.79,1.00E+02
2311.85,1.00E+02
2311.91,1.00E+02
2311.97,1.00E+02
2312.03,1.00E+02
2312.09,1.00E+02
2312.15,1.00E+02
2312.21,9.99E+01
2312.27,9.99E+01
2312.33,9.99E+01
2312.39,9.98E+01
2312.45,9.98E+01
2312.51,9.98E+01
2312.57,9.98E+01
2312.63,9.98E+01
2312.69,9.98E+01
2312.75,9.97E+01
2312.81,9.97E+01
2312.87,9.95E+01
2312.93,9.94E+01
2312.99,9.92E+01
2313.05,9.90E+01
2313.11,9.89E+01
2313.17,9.88E+01
2313.23,9.88E+01
2313.29,9.90E+01
2313.35,9.92E+01
2313.41,9.94E+01
2313.48,9.95E+01
2313.54,9.97E+01
2313.6,9.98E+01
2313.66,9.99E+01
2313.72,1.00E+02
2313.78,1.00E+02
2313.84,1.00E+02
2313.9,1.00E+02
2313.96,1.00E+02
2314.02,1.00E+02
2314.08,1.00E+02
2314.14,9.99E+01
2314.2,9.99E+01
2314.26,9.98E+01
2314.32,9.98E+01
2314.38,9.98E+01
2314.44,9.98E+01
2314.5,9.99E+01
2314.56,9.99E+01
2314.62,9.99E+01
2314.68,9.99E+01
2314.74,9.98E+01
2314.8,9.97E+01
2314.86,9.96E+01
2314.92,9.94E+01
2314.98,9.93E+01
2315.04,9.91E+01
2315.1,9.89E+01
2315.16,9.88E+01
2315.22,9.89E+01
2315.28,9.90E+01
2315.34,9.92E+01
2315.4,9.94E+01
2315.46,9.96E+01
2315.52,9.97E+01
2315.58,9.99E+01
2315.64,9.99E+01
2315.71,1.00E+02
2315.77,1.00E+02
2315.83,1.00E+02
2315.89,1.00E+02
2315.95,9.99E+01
2316.01,9.99E+01
2316.07,9.98E+01
2316.13,9.98E+01
2316.19,9.98E+01
2316.25,9.98E+01
2316.31,9.99E+01
2316.37,9.99E+01
2316.43,1.00E+02
2316.49,1.00E+02
2316.55,1.00E+02
2316.61,1.00E+02
2316.67,1.00E+02
2316.73,9.99E+01
2316.79,9.98E+01
2316.85,9.96E+01
2316.91,9.95E+01
2316.97,9.93E+01
2317.03,9.91E+01
2317.09,9.89E+01
2317.15,9.88E+01
2317.21,9.88E+01
2317.27,9.90E+01
2317.33,9.92E+01
2317.39,9.93E+01
2317.45,9.95E+01
2317.51,9.96E+01
2317.57,9.97E+01
2317.63,9.97E+01
2317.69,9.97E+01
2317.75,9.97E+01
2317.81,9.97E+01
2317.87,9.96E+01
2317.93,9.96E+01
2318,9.96E+01
2318.06,9.96E+01
2318.12,9.96E+01
2318.18,9.97E+01
2318.24,9.97E+01
2318.3,9.97E+01
2318.36,9.98E+01
2318.42,9.98E+01
2318.48,9.97E+01
2318.54,9.97E+01
2318.6,9.96E+01
2318.66,9.95E+01
2318.72,9.94E+01
2318.78,9.92E+01
2318.84,9.90E+01
2318.9,9.87E+01
2318.96,9.85E+01
2319.02,9.82E+01
2319.08,9.80E+01
2319.14,9.80E+01
2319.2,9.81E+01
2319.26,9.84E+01
2319.32,9.87E+01
2319.38,9.89E+01
2319.44,9.91E+01
2319.5,9.92E+01
2319.56,9.93E+01
2319.62,9.94E+01
2319.68,9.94E+01
2319.74,9.95E+01
2319.8,9.95E+01
2319.86,9.96E+01
2319.92,9.96E+01
2319.98,9.97E+01
2320.04,9.98E+01
2320.1,9.98E+01
2320.16,9.98E+01
2320.23,9.98E+01
2320.29,9.98E+01
2320.35,9.98E+01
2320.41,9.97E+01
2320.47,9.96E+01
2320.53,9.95E+01
2320.59,9.94E+01
2320.65,9.92E+01
2320.71,9.91E+01
2320.77,9.89E+01
2320.83,9.87E+01
2320.89,9.84E+01
2320.95,9.82E+01
2321.01,9.81E+01
2321.07,9.80E+01
2321.13,9.80E+01
2321.19,9.81E+01
2321.25,9.83E+01
2321.31,9.85E+01
2321.37,9.87E+01
2321.43,9.89E+01
2321.49,9.90E+01
2321.55,9.92E+01
2321.61,9.93E+01
2321.67,9.94E+01
2321.73,9.95E+01
2321.79,9.96E+01
2321.85,9.97E+01
2321.91,9.98E+01
2321.97,9.98E+01
2322.03,9.98E+01
2322.09,9.98E+01
2322.15,9.98E+01
2322.21,9.97E+01
2322.27,9.96E+01
2322.33,9.95E+01
2322.39,9.94E+01
2322.45,9.93E+01
2322.52,9.92E+01
2322.58,9.91E+01
2322.64,9.89E+01
2322.7,9.88E+01
2322.76,9.86E+01
2322.82,9.84E+01
2322.88,9.82E+01
2322.94,9.80E+01
2323,9.78E+01
2323.06,9.76E+01
2323.12,9.77E+01
2323.18,9.79E+01
2323.24,9.82E+01
2323.3,9.85E+01
2323.36,9.88E+01
2323.42,9.90E+01
2323.48,9.91E+01
2323.54,9.93E+01
2323.6,9.94E+01
2323.66,9.95E+01
2323.72,9.96E+01
2323.78,9.96E+01
2323.84,9.97E+01
2323.9,9.97E+01
2323.96,9.97E+01
2324.02,9.96E+01
2324.08,9.96E+01
2324.14,9.95E+01
2324.2,9.95E+01
2324.26,9.94E+01
2324.32,9.93E+01
2324.38,9.93E+01
2324.44,9.92E+01
2324.5,9.91E+01
2324.56,9.90E+01
2324.62,9.89E+01
2324.68,9.87E+01
2324.75,9.85E+01
2324.81,9.82E+01
2324.87,9.80E+01
2324.93,9.78E+01
2324.99,9.78E+01
2325.05,9.80E+01
2325.11,9.83E+01
2325.17,9.86E+01
2325.23,9.89E+01
2325.29,9.91E+01
2325.35,9.92E+01
2325.41,9.93E+01
2325.47,9.94E+01
2325.53,9.95E+01
2325.59,9.96E+01
2325.65,9.96E+01
2325.71,9.96E+01
2325.77,9.96E+01
2325.83,9.95E+01
2325.89,9.95E+01
2325.95,9.95E+01
2326.01,9.95E+01
2326.07,9.94E+01
2326.13,9.94E+01
2326.19,9.94E+01
2326.25,9.94E+01
2326.31,9.93E+01
2326.37,9.93E+01
2326.43,9.91E+01
2326.49,9.90E+01
2326.55,9.88E+01
2326.61,9.86E+01
2326.67,9.83E+01
2326.73,9.81E+01
2326.79,9.79E+01
2326.85,9.78E+01
2326.91,9.80E+01
2326.98,9.83E+01
2327.04,9.86E+01
2327.1,9.88E+01
2327.16,9.90E+01
2327.22,9.91E+01
2327.28,9.92E+01
2327.34,9.93E+01
2327.4,9.94E+01
2327.46,9.94E+01
2327.52,9.94E+01
2327.58,9.94E+01
2327.64,9.94E+01
2327.7,9.94E+01
2327.76,9.95E+01
2327.82,9.95E+01
2327.88,9.95E+01
2327.94,9.95E+01
2328,9.95E+01
2328.06,9.95E+01
2328.12,9.94E+01
2328.18,9.93E+01
2328.24,9.92E+01
2328.3,9.90E+01
2328.36,9.88E+01
2328.42,9.86E+01
2328.48,9.83E+01
2328.54,9.79E+01
2328.6,9.76E+01
2328.66,9.74E+01
2328.72,9.75E+01
2328.78,9.78E+01
2328.84,9.81E+01
2328.9,9.84E+01
2328.96,9.86E+01
2329.02,9.88E+01
2329.08,9.89E+01
2329.14,9.90E+01
2329.2,9.91E+01
2329.27,9.92E+01
2329.33,9.92E+01
2329.39,9.93E+01
2329.45,9.94E+01
2329.51,9.94E+01
2329.57,9.95E+01
2329.63,9.95E+01
2329.69,9.95E+01
2329.75,9.95E+01
2329.81,9.95E+01
2329.87,9.95E+01
2329.93,9.94E+01
2329.99,9.92E+01
2330.05,9.91E+01
2330.11,9.89E+01
2330.17,9.87E+01
2330.23,9.84E+01
2330.29,9.81E+01
2330.35,9.78E+01
2330.41,9.75E+01
2330.47,9.72E+01
2330.53,9.72E+01
2330.59,9.73E+01
2330.65,9.76E+01
2330.71,9.80E+01
2330.77,9.82E+01
2330.83,9.85E+01
2330.89,9.87E+01
2330.95,9.88E+01
2331.01,9.90E+01
2331.07,9.91E+01
2331.13,9.92E+01
2331.19,9.94E+01
2331.25,9.94E+01
2331.31,9.95E+01
2331.37,9.95E+01
2331.43,9.95E+01
2331.5,9.95E+01
2331.56,9.95E+01
2331.62,9.94E+01
2331.68,9.93E+01
2331.74,9.92E+01
2331.8,9.91E+01
2331.86,9.89E+01
2331.92,9.88E+01
2331.98,9.86E+01
2332.04,9.84E+01
2332.1,9.81E+01
2332.16,9.79E+01
2332.22,9.76E+01
2332.28,9.73E+01
2332.34,9.72E+01
2332.4,9.73E+01
2332.46,9.76E+01
2332.52,9.79E+01
2332.58,9.83E+01
2332.64,9.85E+01
2332.7,9.87E+01
2332.76,9.89E+01
2332.82,9.91E+01
2332.88,9.92E+01
2332.94,9.93E+01
2333,9.94E+01
2333.06,9.95E+01
2333.12,9.95E+01
2333.18,9.95E+01
2333.24,9.95E+01
2333.3,9.94E+01
2333.36,9.94E+01
2333.42,9.93E+01
2333.48,9.93E+01
2333.54,9.92E+01
2333.6,9.91E+01
2333.66,9.89E+01
2333.72,9.88E+01
2333.79,9.86E+01
2333.85,9.84E+01
2333.91,9.82E+01
2333.97,9.79E+01
2334.03,9.76E+01
2334.09,9.73E+01
2334.15,9.73E+01
2334.21,9.75E+01
2334.27,9.78E+01
2334.33,9.82E+01
2334.39,9.85E+01
2334.45,9.87E+01
2334.51,9.89E+01
2334.57,9.90E+01
2334.63,9.91E+01
2334.69,9.93E+01
2334.75,9.93E+01
2334.81,9.94E+01
2334.87,9.95E+01
2334.93,9.95E+01
2334.99,9.95E+01
2335.05,9.95E+01
2335.11,9.95E+01
2335.17,9.95E+01
2335.23,9.94E+01
2335.29,9.93E+01
2335.35,9.92E+01
2335.41,9.91E+01
2335.47,9.89E+01
2335.53,9.87E+01
2335.59,9.85E+01
2335.65,9.82E+01
2335.71,9.79E+01
2335.77,9.76E+01
2335.83,9.73E+01
2335.89,9.72E+01
2335.95,9.73E+01
2336.02,9.76E+01
2336.08,9.80E+01
2336.14,9.83E+01
2336.2,9.85E+01
2336.26,9.87E+01
2336.32,9.88E+01
2336.38,9.89E+01
2336.44,9.90E+01
2336.5,9.91E+01
2336.56,9.92E+01
2336.62,9.93E+01
2336.68,9.93E+01
2336.74,9.94E+01
2336.8,9.94E+01
2336.86,9.94E+01
2336.92,9.94E+01
2336.98,9.93E+01
2337.04,9.93E+01
2337.1,9.92E+01
2337.16,9.90E+01
2337.22,9.89E+01
2337.28,9.87E+01
2337.34,9.84E+01
2337.4,9.82E+01
2337.46,9.79E+01
2337.52,9.75E+01
2337.58,9.73E+01
2337.64,9.72E+01
2337.7,9.74E+01
2337.76,9.77E+01
2337.82,9.81E+01
2337.88,9.84E+01
2337.94,9.86E+01
2338,9.88E+01
2338.06,9.89E+01
2338.12,9.91E+01
2338.18,9.92E+01
2338.24,9.93E+01
2338.31,9.94E+01
2338.37,9.94E+01
2338.43,9.94E+01
2338.49,9.94E+01
2338.55,9.94E+01
2338.61,9.94E+01
2338.67,9.93E+01
2338.73,9.93E+01
2338.79,9.92E+01
2338.85,9.90E+01
2338.91,9.89E+01
2338.97,9.87E+01
2339.03,9.85E+01
2339.09,9.82E+01
2339.15,9.79E+01
2339.21,9.76E+01
2339.27,9.72E+01
2339.33,9.70E+01
2339.39,9.70E+01
2339.45,9.73E+01
2339.51,9.77E+01
2339.57,9.80E+01
2339.63,9.83E+01
2339.69,9.86E+01
2339.75,9.88E+01
2339.81,9.90E+01
2339.87,9.91E+01
2339.93,9.92E+01
2339.99,9.93E+01
2340.05,9.94E+01
2340.11,9.94E+01
2340.17,9.94E+01
2340.23,9.94E+01
2340.29,9.93E+01
2340.35,9.93E+01
2340.41,9.92E+01
2340.47,9.91E+01
2340.54,9.89E+01
2340.6,9.88E+01
2340.66,9.86E+01
2340.72,9.84E+01
2340.78,9.82E+01
2340.84,9.79E+01
2340.9,9.77E+01
2340.96,9.74E+01
2341.02,9.73E+01
2341.08,9.74E+01
2341.14,9.77E+01
2341.2,9.81E+01
2341.26,9.84E+01
2341.32,9.86E+01
2341.38,9.88E+01
2341.44,9.89E+01
2341.5,9.90E+01
2341.56,9.91E+01
2341.62,9.92E+01
2341.68,9.92E+01
2341.74,9.92E+01
2341.8,9.92E+01
2341.86,9.92E+01
2341.92,9.92E+01
2341.98,9.92E+01
2342.04,9.92E+01
2342.1,9.92E+01
2342.16,9.91E+01
2342.22,9.90E+01
2342.28,9.89E+01
2342.34,9.88E+01
2342.4,9.86E+01
2342.46,9.83E+01
2342.52,9.80E+01
2342.58,9.77E+01
2342.64,9.75E+01
2342.7,9.74E+01
2342.76,9.75E+01
2342.83,9.78E+01
2342.89,9.81E+01
2342.95,9.83E+01
2343.01,9.85E+01
2343.07,9.87E+01
2343.13,9.88E+01
2343.19,9.89E+01
2343.25,9.90E+01
2343.31,9.90E+01
2343.37,9.91E+01
2343.43,9.92E+01
2343.49,9.92E+01
2343.55,9.93E+01
2343.61,9.93E+01
2343.67,9.93E+01
2343.73,9.93E+01
2343.79,9.92E+01
2343.85,9.91E+01
2343.91,9.90E+01
2343.97,9.88E+01
2344.03,9.85E+01
2344.09,9.83E+01
2344.15,9.80E+01
2344.21,9.76E+01
2344.27,9.74E+01
2344.33,9.73E+01
2344.39,9.74E+01
2344.45,9.77E+01
2344.51,9.80E+01
2344.57,9.83E+01
2344.63,9.85E+01
2344.69,9.87E+01
2344.75,9.88E+01
2344.81,9.89E+01
2344.87,9.91E+01
2344.93,9.92E+01
2344.99,9.93E+01
2345.06,9.94E+01
2345.12,9.95E+01
2345.18,9.95E+01
2345.24,9.95E+01
2345.3,9.94E+01
2345.36,9.93E+01
2345.42,9.92E+01
2345.48,9.91E+01
2345.54,9.90E+01
2345.6,9.88E+01
2345.66,9.86E+01
2345.72,9.84E+01
2345.78,9.81E+01
2345.84,9.79E+01
2345.9,9.77E+01
2345.96,9.76E+01
2346.02,9.77E+01
2346.08,9.79E+01
2346.14,9.83E+01
2346.2,9.86E+01
2346.26,9.88E+01
2346.32,9.91E+01
2346.38,9.92E+01
2346.44,9.94E+01
2346.5,9.95E+01
2346.56,9.95E+01
2346.62,9.95E+01
2346.68,9.95E+01
2346.74,9.95E+01
2346.8,9.95E+01
2346.86,9.94E+01
2346.92,9.94E+01
2346.98,9.94E+01
2347.04,9.94E+01
2347.1,9.94E+01
2347.16,9.93E+01
2347.22,9.92E+01
2347.28,9.91E+01
2347.35,9.89E+01
2347.41,9.88E+01
2347.47,9.86E+01
2347.53,9.85E+01
2347.59,9.85E+01
2347.65,9.86E+01
2347.71,9.88E+01
2347.77,9.90E+01
2347.83,9.92E+01
2347.89,9.94E+01
2347.95,9.95E+01
2348.01,9.96E+01
2348.07,9.96E+01
2348.13,9.96E+01
2348.19,9.96E+01
2348.25,9.96E+01
2348.31,9.96E+01
2348.37,9.97E+01
2348.43,9.97E+01
2348.49,9.98E+01
2348.55,9.98E+01
2348.61,9.98E+01
2348.67,9.98E+01
2348.73,9.98E+01
2348.79,9.97E+01
2348.85,9.97E+01
2348.91,9.96E+01
2348.97,9.96E+01
2349.03,9.97E+01
2349.09,9.97E+01
2349.15,9.97E+01
2349.21,9.97E+01
2349.27,9.98E+01
2349.33,9.97E+01
2349.39,9.97E+01
2349.45,9.96E+01
2349.51,9.95E+01
2349.58,9.93E+01
2349.64,9.92E+01
2349.7,9.90E+01
2349.76,9.89E+01
2349.82,9.88E+01
2349.88,9.88E+01
2349.94,9.89E+01
2350,9.89E+01
2350.06,9.90E+01
2350.12,9.91E+01
2350.18,9.92E+01
2350.24,9.93E+01
2350.3,9.94E+01
2350.36,9.95E+01
2350.42,9.96E+01
2350.48,9.96E+01
2350.54,9.97E+01
2350.6,9.97E+01
2350.66,9.97E+01
2350.72,9.96E+01
2350.78,9.96E+01
2350.84,9.95E+01
2350.9,9.94E+01
2350.96,9.93E+01
2351.02,9.91E+01
2351.08,9.90E+01
2351.14,9.88E+01
2351.2,9.87E+01
2351.26,9.85E+01
2351.32,9.83E+01
2351.38,9.81E+01
2351.44,9.80E+01
2351.5,9.81E+01
2351.56,9.83E+01
2351.62,9.86E+01
2351.68,9.88E+01
2351.74,9.91E+01
2351.8,9.92E+01
2351.87,9.93E+01
2351.93,9.94E+01
2351.99,9.94E+01
2352.05,9.94E+01
2352.11,9.94E+01
2352.17,9.94E+01
2352.23,9.94E+01
2352.29,9.93E+01
2352.35,9.93E+01
2352.41,9.93E+01
2352.47,9.92E+01
2352.53,9.91E+01
2352.59,9.90E+01
2352.65,9.89E+01
2352.71,9.87E+01
2352.77,9.85E+01
2352.83,9.83E+01
2352.89,9.81E+01
2352.95,9.81E+01
2353.01,9.82E+01
2353.07,9.84E+01
2353.13,9.86E+01
2353.19,9.88E+01
2353.25,9.89E+01
2353.31,9.90E+01
2353.37,9.91E+01
2353.43,9.91E+01
2353.49,9.92E+01
2353.55,9.92E+01
2353.61,9.93E+01
2353.67,9.93E+01
2353.73,9.93E+01
2353.79,9.93E+01
2353.85,9.93E+01
2353.91,9.92E+01
2353.97,9.90E+01
2354.03,9.88E+01
2354.1,9.86E+01
2354.16,9.83E+01
2354.22,9.79E+01
2354.28,9.75E+01
2354.34,9.71E+01
2354.4,9.69E+01
2354.46,9.69E+01
2354.52,9.71E+01
2354.58,9.74E+01
2354.64,9.78E+01
2354.7,9.81E+01
