FTIR Spectrum of Ammonia Molecule,
Wavenumber (cm-1),% of Transmittance
2354.76,9.83E+01
2354.82,9.86E+01
2354.88,9.87E+01
2354.94,9.89E+01
2355,9.90E+01
2355.06,9.90E+01
2355.12,9.91E+01
2355.18,9.90E+01
2355.24,9.90E+01
2355.3,9.89E+01
2355.36,9.88E+01
2355.42,9.86E+01
2355.48,9.84E+01
2355.54,9.82E+01
2355.6,9.79E+01
2355.66,9.76E+01
2355.72,9.73E+01
2355.78,9.70E+01
2355.84,9.69E+01
2355.9,9.70E+01
2355.96,9.73E+01
2356.02,9.77E+01
2356.08,9.80E+01
2356.14,9.83E+01
2356.2,9.85E+01
2356.26,9.86E+01
2356.33,9.87E+01
2356.39,9.88E+01
2356.45,9.89E+01
2356.51,9.89E+01
2356.57,9.89E+01
2356.63,9.89E+01
2356.69,9.88E+01
2356.75,9.87E+01
2356.81,9.87E+01
2356.87,9.86E+01
2356.93,9.84E+01
2356.99,9.82E+01
2357.05,9.80E+01
2357.11,9.78E+01
2357.17,9.75E+01
2357.23,9.72E+01
2357.29,9.70E+01
2357.35,9.71E+01
2357.41,9.73E+01
2357.47,9.76E+01
2357.53,9.79E+01
2357.59,9.81E+01
2357.65,9.82E+01
2357.71,9.84E+01
2357.77,9.85E+01
2357.83,9.87E+01
2357.89,9.87E+01
2357.95,9.88E+01
2358.01,9.88E+01
2358.07,9.88E+01
2358.13,9.88E+01
2358.19,9.87E+01
2358.25,9.85E+01
2358.31,9.83E+01
2358.37,9.81E+01
2358.43,9.78E+01
2358.49,9.75E+01
2358.55,9.72E+01
2358.62,9.68E+01
2358.68,9.65E+01
2358.74,9.66E+01
2358.8,9.69E+01
2358.86,9.73E+01
2358.92,9.77E+01
2358.98,9.80E+01
2359.04,9.83E+01
2359.1,9.84E+01
2359.16,9.86E+01
2359.22,9.87E+01
2359.28,9.88E+01
2359.34,9.88E+01
2359.4,9.88E+01
2359.46,9.88E+01
2359.52,9.87E+01
2359.58,9.86E+01
2359.64,9.85E+01
2359.7,9.83E+01
2359.76,9.81E+01
2359.82,9.79E+01
2359.88,9.76E+01
2359.94,9.73E+01
2360,9.71E+01
2360.06,9.69E+01
2360.12,9.69E+01
2360.18,9.72E+01
2360.24,9.76E+01
2360.3,9.79E+01
2360.36,9.82E+01
2360.42,9.83E+01
2360.48,9.85E+01
2360.54,9.86E+01
2360.6,9.87E+01
2360.66,9.88E+01
2360.72,9.88E+01
2360.78,9.88E+01
2360.85,9.88E+01
2360.91,9.88E+01
2360.97,9.87E+01
2361.03,9.85E+01
2361.09,9.84E+01
2361.15,9.81E+01
2361.21,9.79E+01
2361.27,9.75E+01
2361.33,9.72E+01
2361.39,9.68E+01
2361.45,9.67E+01
2361.51,9.68E+01
2361.57,9.72E+01
2361.63,9.76E+01
2361.69,9.79E+01
2361.75,9.82E+01
2361.81,9.84E+01
2361.87,9.86E+01
2361.93,9.87E+01
2361.99,9.88E+01
2362.05,9.88E+01
2362.11,9.88E+01
2362.17,9.88E+01
2362.23,9.88E+01
2362.29,9.87E+01
2362.35,9.85E+01
2362.41,9.83E+01
2362.47,9.81E+01
2362.53,9.79E+01
2362.59,9.76E+01
2362.65,9.73E+01
2362.71,9.70E+01
2362.77,9.69E+01
2362.83,9.70E+01
2362.89,9.74E+01
2362.95,9.77E+01
2363.01,9.80E+01
2363.07,9.82E+01
2363.14,9.84E+01
2363.2,9.85E+01
2363.26,9.87E+01
2363.32,9.87E+01
2363.38,9.88E+01
2363.44,9.88E+01
2363.5,9.88E+01
2363.56,9.88E+01
2363.62,9.87E+01
2363.68,9.86E+01
2363.74,9.84E+01
2363.8,9.82E+01
2363.86,9.79E+01
2363.92,9.76E+01
2363.98,9.73E+01
2364.04,9.71E+01
2364.1,9.70E+01
2364.16,9.73E+01
2364.22,9.76E+01
2364.28,9.80E+01
2364.34,9.82E+01
2364.4,9.85E+01
2364.46,9.86E+01
2364.52,9.88E+01
2364.58,9.89E+01
2364.64,9.89E+01
2364.7,9.89E+01
2364.76,9.89E+01
2364.82,9.89E+01
2364.88,9.88E+01
2364.94,9.87E+01
2365,9.85E+01
2365.06,9.83E+01
2365.12,9.81E+01
2365.18,9.78E+01
2365.24,9.75E+01
2365.3,9.73E+01
2365.37,9.72E+01
2365.43,9.74E+01
2365.49,9.77E+01
2365.55,9.81E+01
2365.61,9.83E+01
2365.67,9.86E+01
2365.73,9.87E+01
2365.79,9.88E+01
2365.85,9.89E+01
2365.91,9.90E+01
2365.97,9.90E+01
2366.03,9.90E+01
2366.09,9.90E+01
2366.15,9.89E+01
2366.21,9.88E+01
2366.27,9.86E+01
2366.33,9.84E+01
2366.39,9.82E+01
2366.45,9.79E+01
2366.51,9.76E+01
2366.57,9.74E+01
2366.63,9.73E+01
2366.69,9.75E+01
2366.75,9.79E+01
2366.81,9.82E+01
2366.87,9.84E+01
2366.93,9.87E+01
2366.99,9.88E+01
2367.05,9.89E+01
2367.11,9.90E+01
2367.17,9.91E+01
2367.23,9.91E+01
2367.29,9.91E+01
2367.35,9.90E+01
2367.41,9.89E+01
2367.47,9.88E+01
2367.53,9.86E+01
2367.59,9.84E+01
2367.66,9.82E+01
2367.72,9.79E+01
2367.78,9.77E+01
2367.84,9.76E+01
2367.9,9.77E+01
2367.96,9.79E+01
2368.02,9.82E+01
2368.08,9.85E+01
2368.14,9.87E+01
2368.2,9.89E+01
2368.26,9.90E+01
2368.32,9.91E+01
2368.38,9.92E+01
2368.44,9.92E+01
2368.5,9.92E+01
2368.56,9.92E+01
2368.62,9.91E+01
2368.68,9.90E+01
2368.74,9.88E+01
2368.8,9.86E+01
2368.86,9.84E+01
2368.92,9.81E+01
2368.98,9.79E+01
2369.04,9.77E+01
2369.1,9.78E+01
2369.16,9.80E+01
2369.22,9.83E+01
2369.28,9.85E+01
2369.34,9.88E+01
2369.4,9.89E+01
2369.46,9.91E+01
2369.52,9.92E+01
2369.58,9.92E+01
2369.64,9.93E+01
2369.7,9.93E+01
2369.76,9.92E+01
2369.82,9.91E+01
2369.89,9.90E+01
2369.95,9.89E+01
2370.01,9.87E+01
2370.07,9.85E+01
2370.13,9.82E+01
2370.19,9.81E+01
2370.25,9.80E+01
2370.31,9.82E+01
2370.37,9.84E+01
2370.43,9.87E+01
2370.49,9.90E+01
2370.55,9.91E+01
2370.61,9.93E+01
2370.67,9.94E+01
2370.73,9.94E+01
2370.79,9.95E+01
2370.85,9.94E+01
2370.91,9.94E+01
2370.97,9.93E+01
2371.03,9.92E+01
2371.09,9.91E+01
2371.15,9.89E+01
2371.21,9.87E+01
2371.27,9.84E+01
2371.33,9.82E+01
2371.39,9.82E+01
2371.45,9.82E+01
2371.51,9.85E+01
2371.57,9.87E+01
2371.63,9.90E+01
2371.69,9.92E+01
2371.75,9.93E+01
2371.81,9.94E+01
2371.87,9.95E+01
2371.93,9.95E+01
2371.99,9.95E+01
2372.05,9.95E+01
2372.12,9.94E+01
2372.18,9.93E+01
2372.24,9.92E+01
2372.3,9.90E+01
2372.36,9.88E+01
2372.42,9.86E+01
2372.48,9.84E+01
2372.54,9.84E+01
2372.6,9.85E+01
2372.66,9.88E+01
2372.72,9.90E+01
2372.78,9.92E+01
2372.84,9.94E+01
2372.9,9.95E+01
2372.96,9.95E+01
2373.02,9.96E+01
2373.08,9.96E+01
2373.14,9.95E+01
2373.2,9.95E+01
2373.26,9.94E+01
2373.32,9.93E+01
2373.38,9.91E+01
2373.44,9.89E+01
2373.5,9.87E+01
2373.56,9.86E+01
2373.62,9.85E+01
2373.68,9.86E+01
2373.74,9.87E+01
2373.8,9.90E+01
2373.86,9.92E+01
2373.92,9.93E+01
2373.98,9.95E+01
2374.04,9.95E+01
2374.1,9.96E+01
2374.16,9.96E+01
2374.22,9.96E+01
2374.28,9.96E+01
2374.34,9.95E+01
2374.41,9.94E+01
2374.47,9.93E+01
2374.53,9.91E+01
2374.59,9.89E+01
2374.65,9.88E+01
2374.71,9.87E+01
2374.77,9.88E+01
2374.83,9.89E+01
2374.89,9.91E+01
2374.95,9.93E+01
2375.01,9.95E+01
2375.07,9.96E+01
2375.13,9.97E+01
2375.19,9.97E+01
2375.25,9.98E+01
2375.31,9.97E+01
2375.37,9.97E+01
2375.43,9.96E+01
2375.49,9.95E+01
2375.55,9.94E+01
2375.61,9.92E+01
2375.67,9.91E+01
2375.73,9.89E+01
2375.79,9.89E+01
2375.85,9.90E+01
2375.91,9.92E+01
2375.97,9.93E+01
2376.03,9.95E+01
2376.09,9.96E+01
2376.15,9.97E+01
2376.21,9.98E+01
2376.27,9.98E+01
2376.33,9.97E+01
2376.39,9.97E+01
2376.45,9.96E+01
2376.51,9.95E+01
2376.57,9.93E+01
2376.64,9.92E+01
2376.7,9.90E+01
2376.76,9.90E+01
2376.82,9.90E+01
2376.88,9.91E+01
2376.94,9.92E+01
2377,9.94E+01
2377.06,9.96E+01
2377.12,9.97E+01
2377.18,9.98E+01
2377.24,9.99E+01
2377.3,9.99E+01
2377.36,9.99E+01
2377.42,9.99E+01
2377.48,9.98E+01
2377.54,9.97E+01
2377.6,9.96E+01
2377.66,9.94E+01
2377.72,9.93E+01
2377.78,9.93E+01
2377.84,9.92E+01
2377.9,9.93E+01
2377.96,9.94E+01
2378.02,9.95E+01
2378.08,9.96E+01
2378.14,9.97E+01
2378.2,9.97E+01
2378.26,9.97E+01
2378.32,9.98E+01
2378.38,9.97E+01
2378.44,9.97E+01
2378.5,9.96E+01
2378.56,9.96E+01
2378.62,9.95E+01
2378.68,9.94E+01
2378.74,9.94E+01
2378.8,9.94E+01
2378.86,9.95E+01
2378.93,9.95E+01
2378.99,9.96E+01
2379.05,9.97E+01
2379.11,9.98E+01
2379.17,9.98E+01
2379.23,9.98E+01
2379.29,9.98E+01
2379.35,9.97E+01
2379.41,9.97E+01
2379.47,9.96E+01
2379.53,9.96E+01
2379.59,9.95E+01
2379.65,9.95E+01
2379.71,9.95E+01
2379.77,9.95E+01
2379.83,9.95E+01
2379.89,9.96E+01
2379.95,9.97E+01
2380.01,9.98E+01
2380.07,9.98E+01
2380.13,9.99E+01
2380.19,9.99E+01
2380.25,9.99E+01
2380.31,9.99E+01
2380.37,9.99E+01
2380.43,9.98E+01
2380.49,9.98E+01
2380.55,9.98E+01
2380.61,9.97E+01
2380.67,9.97E+01
2380.73,9.97E+01
2380.79,9.97E+01
2380.85,9.98E+01
2380.91,9.98E+01
2380.97,9.98E+01
2381.03,9.99E+01
2381.09,9.99E+01
2381.16,9.99E+01
2381.22,9.99E+01
2381.28,9.99E+01
2381.34,9.98E+01
2381.4,9.98E+01
2381.46,9.97E+01
2381.52,9.96E+01
2381.58,9.96E+01
2381.64,9.96E+01
2381.7,9.96E+01
2381.76,9.97E+01
2381.82,9.98E+01
2381.88,9.99E+01
2381.94,9.99E+01
2382,1.00E+02
2382.06,1.00E+02
2382.12,1.00E+02
2382.18,1.00E+02
2382.24,9.99E+01
2382.3,9.99E+01
2382.36,9.99E+01
2382.42,9.99E+01
2382.48,9.99E+01
2382.54,9.99E+01
2382.6,1.00E+02
2382.66,1.00E+02
2382.72,1.00E+02
2382.78,1.00E+02
2382.84,1.00E+02
2382.9,1.00E+02
2382.96,1.00E+02
2383.02,1.00E+02
2383.08,1.00E+02
2383.14,1.00E+02
2383.2,1.00E+02
2383.26,1.00E+02
2383.32,1.00E+02
2383.39,1.00E+02
2383.45,1.00E+02
2383.51,1.00E+02
2383.57,1.00E+02
2383.63,1.00E+02
2383.69,1.00E+02
2383.75,1.00E+02
2383.81,1.00E+02
2383.87,1.00E+02
2383.93,1.00E+02
2383.99,1.00E+02
2384.05,1.00E+02
2384.11,1.00E+02
2384.17,1.00E+02
2384.23,1.00E+02
2384.29,1.00E+02
2384.35,1.00E+02
2384.41,1.00E+02
2384.47,1.00E+02
2384.53,1.00E+02
2384.59,1.00E+02
2384.65,1.00E+02
2384.71,1.00E+02
2384.77,1.00E+02
2384.83,1.00E+02
2384.89,1.00E+02
2384.95,1.00E+02
2385.01,1.00E+02
2385.07,1.00E+02
2385.13,1.00E+02
2385.19,1.00E+02
2385.25,1.00E+02
2385.31,1.00E+02
2385.37,1.00E+02
2385.43,1.00E+02
2385.49,1.00E+02
2385.55,1.00E+02
2385.61,1.00E+02
2385.68,1.00E+02
2385.74,1.00E+02
2385.8,1.00E+02
2385.86,1.00E+02
2385.92,1.00E+02
2385.98,1.00E+02
2386.04,1.00E+02
2386.1,1.00E+02
2386.16,1.00E+02
2386.22,1.00E+02
2386.28,1.00E+02
2386.34,1.00E+02
2386.4,1.00E+02
2386.46,1.00E+02
2386.52,1.00E+02
2386.58,1.00E+02
2386.64,1.00E+02
2386.7,1.00E+02
2386.76,1.00E+02
2386.82,1.00E+02
2386.88,1.00E+02
2386.94,1.00E+02
2387,1.00E+02
2387.06,1.00E+02
2387.12,1.00E+02
2387.18,1.00E+02
2387.24,1.00E+02
2387.3,1.00E+02
2387.36,1.00E+02
2387.42,1.00E+02
2387.48,1.00E+02
2387.54,1.00E+02
2387.6,1.00E+02
2387.66,1.00E+02
2387.72,1.00E+02
2387.78,1.00E+02
2387.84,1.00E+02
2387.91,1.00E+02
2387.97,1.00E+02
2388.03,1.00E+02
2388.09,1.00E+02
2388.15,1.00E+02
2388.21,1.00E+02
2388.27,1.00E+02
2388.33,1.00E+02
2388.39,1.00E+02
2388.45,1.00E+02
2388.51,1.00E+02
2388.57,1.00E+02
2388.63,1.00E+02
2388.69,1.00E+02
2388.75,1.00E+02
2388.81,1.00E+02
2388.87,1.00E+02
2388.93,1.00E+02
2388.99,1.00E+02
2389.05,1.00E+02
2389.11,1.00E+02
2389.17,1.00E+02
2389.23,1.00E+02
2389.29,1.00E+02
2389.35,1.00E+02
2389.41,1.00E+02
2389.47,1.00E+02
2389.53,1.00E+02
2389.59,1.00E+02
2389.65,1.00E+02
2389.71,1.00E+02
2389.77,1.00E+02
2389.83,1.00E+02
2389.89,1.00E+02
2389.95,1.00E+02
2390.01,1.00E+02
2390.07,1.00E+02
2390.13,1.00E+02
2390.2,1.00E+02
2390.26,1.00E+02
2390.32,1.00E+02
2390.38,1.00E+02
2390.44,1.00E+02
2390.5,1.00E+02
2390.56,1.00E+02
2390.62,1.00E+02
2390.68,1.00E+02
2390.74,1.00E+02
2390.8,1.00E+02
2390.86,1.00E+02
2390.92,1.00E+02
2390.98,1.00E+02
2391.04,1.00E+02
2391.1,1.00E+02
2391.16,1.00E+02
2391.22,1.00E+02
2391.28,1.00E+02
2391.34,1.00E+02
2391.4,1.00E+02
2391.46,1.00E+02
2391.52,1.00E+02
2391.58,1.00E+02
2391.64,1.00E+02
2391.7,1.00E+02
2391.76,1.00E+02
2391.82,1.00E+02
2391.88,1.00E+02
2391.94,1.00E+02
2392,1.00E+02
2392.06,1.00E+02
2392.12,1.00E+02
2392.18,1.00E+02
2392.24,1.00E+02
2392.3,1.00E+02
2392.36,1.00E+02
2392.43,1.00E+02
2392.49,1.00E+02
2392.55,1.00E+02
2392.61,1.00E+02
2392.67,1.00E+02
2392.73,1.00E+02
2392.79,1.00E+02
2392.85,1.00E+02
2392.91,1.00E+02
2392.97,1.00E+02
2393.03,1.00E+02
2393.09,1.00E+02
2393.15,1.00E+02
2393.21,1.00E+02
2393.27,1.00E+02
2393.33,1.00E+02
2393.39,1.00E+02
2393.45,1.00E+02
2393.51,1.00E+02
2393.57,1.00E+02
2393.63,1.00E+02
2393.69,1.00E+02
2393.75,1.00E+02
2393.81,1.00E+02
2393.87,1.00E+02
2393.93,1.00E+02
2393.99,1.00E+02
2394.05,1.00E+02
2394.11,1.00E+02
2394.17,1.00E+02
2394.23,1.00E+02
2394.29,1.00E+02
2394.35,1.00E+02
2394.41,1.00E+02
2394.47,1.00E+02
2394.53,1.00E+02
2394.59,1.00E+02
2394.65,1.00E+02
2394.72,1.00E+02
2394.78,1.00E+02
2394.84,1.00E+02
2394.9,1.00E+02
2394.96,1.00E+02
2395.02,1.00E+02
2395.08,1.00E+02
2395.14,1.00E+02
2395.2,1.00E+02
2395.26,1.00E+02
2395.32,1.00E+02
2395.38,1.00E+02
2395.44,1.00E+02
2395.5,1.00E+02
2395.56,1.00E+02
2395.62,1.00E+02
2395.68,1.00E+02
2395.74,1.00E+02
2395.8,1.00E+02
2395.86,1.00E+02
2395.92,1.00E+02
2395.98,1.00E+02
2396.04,1.00E+02
2396.1,1.00E+02
2396.16,1.00E+02
2396.22,1.00E+02
2396.28,1.00E+02
2396.34,1.00E+02
2396.4,1.00E+02
2396.46,1.00E+02
2396.52,1.00E+02
2396.58,1.00E+02
2396.64,1.00E+02
2396.7,1.00E+02
2396.76,1.00E+02
2396.82,1.00E+02
2396.88,1.00E+02
2396.95,1.00E+02
2397.01,1.00E+02
2397.07,1.00E+02
2397.13,1.00E+02
2397.19,1.00E+02
2397.25,1.00E+02
2397.31,1.00E+02
2397.37,1.00E+02
2397.43,1.00E+02
2397.49,1.00E+02
2397.55,1.00E+02
2397.61,1.00E+02
2397.67,1.00E+02
2397.73,1.00E+02
2397.79,1.00E+02
2397.85,1.00E+02
2397.91,1.00E+02
2397.97,1.00E+02
2398.03,1.00E+02
2398.09,1.00E+02
2398.15,1.00E+02
2398.21,1.00E+02
2398.27,1.00E+02
2398.33,1.00E+02
2398.39,1.00E+02
2398.45,1.00E+02
2398.51,1.00E+02
2398.57,1.00E+02
2398.63,1.00E+02
2398.69,1.00E+02
2398.75,1.00E+02
2398.81,1.00E+02
2398.87,1.00E+02
2398.93,1.00E+02
2398.99,1.00E+02
2399.05,1.00E+02
2399.11,1.00E+02
2399.17,1.00E+02
2399.24,1.00E+02
2399.3,1.00E+02
2399.36,1.00E+02
2399.42,1.00E+02
2399.48,1.00E+02
2399.54,1.00E+02
2399.6,1.00E+02
2399.66,1.00E+02
2399.72,1.00E+02
2399.78,1.00E+02
2399.84,1.00E+02
2399.9,1.00E+02
2399.96,1.00E+02
2400.02,1.00E+02
2400.08,1.00E+02
2400.14,1.00E+02
2400.2,1.00E+02
2400.26,1.00E+02
2400.32,1.00E+02
2400.38,1.00E+02
2400.44,1.00E+02
2400.5,1.00E+02
2400.56,1.00E+02
2400.62,1.00E+02
2400.68,1.00E+02
2400.74,1.00E+02
2400.8,1.00E+02
2400.86,1.00E+02
2400.92,1.00E+02
2400.98,1.00E+02
2401.04,1.00E+02
2401.1,1.00E+02
2401.16,1.00E+02
2401.22,1.00E+02
2401.28,1.00E+02
2401.34,1.00E+02
2401.4,1.00E+02
2401.47,1.00E+02
2401.53,1.00E+02
2401.59,1.00E+02
2401.65,1.00E+02
2401.71,1.00E+02
2401.77,1.00E+02
2401.83,1.00E+02
2401.89,1.00E+02
2401.95,1.00E+02
2402.01,1.00E+02
2402.07,1.00E+02
2402.13,1.00E+02
2402.19,1.00E+02
2402.25,1.00E+02
2402.31,1.00E+02
2402.37,1.00E+02
2402.43,1.00E+02
2402.49,1.00E+02
2402.55,1.00E+02
2402.61,1.00E+02
2402.67,1.00E+02
2402.73,1.00E+02
2402.79,1.00E+02
2402.85,1.00E+02
2402.91,1.00E+02
2402.97,1.00E+02
2403.03,1.00E+02
2403.09,1.00E+02
2403.15,1.00E+02
2403.21,1.00E+02
2403.27,1.00E+02
2403.33,1.00E+02
2403.39,1.00E+02
2403.45,1.00E+02
2403.51,1.00E+02
2403.57,1.00E+02
2403.63,1.00E+02
2403.69,1.00E+02
2403.76,1.00E+02
2403.82,1.00E+02
2403.88,1.00E+02
2403.94,1.00E+02
2404,1.00E+02
2404.06,1.00E+02
2404.12,1.00E+02
2404.18,1.00E+02
2404.24,1.00E+02
2404.3,1.00E+02
2404.36,1.00E+02
2404.42,1.00E+02
2404.48,1.00E+02
2404.54,1.00E+02
2404.6,1.00E+02
2404.66,1.00E+02
2404.72,1.00E+02
2404.78,1.00E+02
2404.84,1.00E+02
2404.9,1.00E+02
2404.96,1.00E+02
2405.02,1.00E+02
2405.08,1.00E+02
2405.14,1.00E+02
2405.2,1.00E+02
2405.26,1.00E+02
2405.32,1.00E+02
2405.38,1.00E+02
2405.44,1.00E+02
2405.5,1.00E+02
2405.56,1.00E+02
2405.62,1.00E+02
2405.68,1.00E+02
2405.74,1.00E+02
2405.8,1.00E+02
2405.86,1.00E+02
2405.92,1.00E+02
2405.99,1.00E+02
2406.05,1.00E+02
2406.11,1.00E+02
2406.17,1.00E+02
2406.23,1.00E+02
2406.29,1.00E+02
2406.35,1.00E+02
2406.41,1.00E+02
2406.47,1.00E+02
2406.53,1.00E+02
2406.59,1.00E+02
2406.65,1.00E+02
2406.71,1.00E+02
2406.77,1.00E+02
2406.83,1.00E+02
2406.89,1.00E+02
2406.95,1.00E+02
2407.01,1.00E+02
2407.07,1.00E+02
2407.13,1.00E+02
2407.19,1.00E+02
2407.25,1.00E+02
2407.31,1.00E+02
2407.37,1.00E+02
2407.43,1.00E+02
2407.49,1.00E+02
2407.55,1.00E+02
2407.61,1.00E+02
2407.67,1.00E+02
2407.73,1.00E+02
2407.79,1.00E+02
2407.85,1.00E+02
2407.91,1.00E+02
2407.97,1.00E+02
2408.03,1.00E+02
2408.09,1.00E+02
2408.15,1.00E+02
2408.21,1.00E+02
2408.28,1.00E+02
2408.34,1.00E+02
2408.4,1.00E+02
2408.46,1.00E+02
2408.52,1.00E+02
2408.58,1.00E+02
2408.64,1.00E+02
2408.7,1.00E+02
2408.76,1.00E+02
2408.82,1.00E+02
2408.88,1.00E+02
2408.94,1.00E+02
2409,1.00E+02
2409.06,1.00E+02
2409.12,1.00E+02
2409.18,1.00E+02
2409.24,1.00E+02
2409.3,1.00E+02
2409.36,1.00E+02
2409.42,1.00E+02
2409.48,1.00E+02
2409.54,1.00E+02
2409.6,1.00E+02
2409.66,1.00E+02
2409.72,1.00E+02
2409.78,1.00E+02
2409.84,1.00E+02
2409.9,1.00E+02
2409.96,1.00E+02
2410.02,1.00E+02
2410.08,1.00E+02
2410.14,1.00E+02
2410.2,1.00E+02
2410.26,1.00E+02
2410.32,1.00E+02
2410.38,1.00E+02
2410.44,1.00E+02
2410.51,1.00E+02
2410.57,1.00E+02
2410.63,1.00E+02
2410.69,1.00E+02
2410.75,1.00E+02
2410.81,1.00E+02
2410.87,1.00E+02
2410.93,1.00E+02
2410.99,1.00E+02
2411.05,1.00E+02
2411.11,1.00E+02
2411.17,1.00E+02
2411.23,1.00E+02
2411.29,1.00E+02
2411.35,1.00E+02
2411.41,1.00E+02
2411.47,1.00E+02
2411.53,1.00E+02
2411.59,1.00E+02
2411.65,1.00E+02
2411.71,1.00E+02
2411.77,1.00E+02
2411.83,1.00E+02
2411.89,1.00E+02
2411.95,1.00E+02
2412.01,1.00E+02
2412.07,1.00E+02
2412.13,1.00E+02
2412.19,1.00E+02
2412.25,1.00E+02
2412.31,1.00E+02
2412.37,1.00E+02
2412.43,1.00E+02
2412.49,1.00E+02
2412.55,1.00E+02
2412.61,1.00E+02
2412.67,1.00E+02
2412.74,1.00E+02
2412.8,1.00E+02
2412.86,1.00E+02
2412.92,1.00E+02
2412.98,1.00E+02
2413.04,1.00E+02
2413.1,1.00E+02
2413.16,1.00E+02
2413.22,1.00E+02
2413.28,1.00E+02
2413.34,1.00E+02
2413.4,1.00E+02
2413.46,1.00E+02
2413.52,1.00E+02
2413.58,1.00E+02
2413.64,1.00E+02
2413.7,1.00E+02
2413.76,1.00E+02
2413.82,1.00E+02
2413.88,1.00E+02
2413.94,1.00E+02
2414,1.00E+02
2414.06,1.00E+02
2414.12,1.00E+02
2414.18,1.00E+02
2414.24,1.00E+02
2414.3,1.00E+02
2414.36,1.00E+02
2414.42,1.00E+02
2414.48,1.00E+02
2414.54,1.00E+02
2414.6,1.00E+02
2414.66,1.00E+02
2414.72,1.00E+02
2414.78,1.00E+02
2414.84,1.00E+02
2414.9,1.00E+02
2414.96,1.00E+02
2415.03,1.00E+02
2415.09,1.00E+02
2415.15,1.00E+02
2415.21,1.00E+02
2415.27,1.00E+02
2415.33,1.00E+02
2415.39,1.00E+02
2415.45,1.00E+02
2415.51,1.00E+02
2415.57,1.00E+02
2415.63,1.00E+02
2415.69,1.00E+02
2415.75,1.00E+02
2415.81,1.00E+02
2415.87,1.00E+02
2415.93,1.00E+02
2415.99,1.00E+02
2416.05,1.00E+02
2416.11,1.00E+02
2416.17,1.00E+02
2416.23,1.00E+02
2416.29,1.00E+02
2416.35,1.00E+02
2416.41,1.00E+02
2416.47,1.00E+02
2416.53,1.00E+02
2416.59,1.00E+02
2416.65,1.00E+02
2416.71,1.00E+02
2416.77,1.00E+02
2416.83,1.00E+02
2416.89,1.00E+02
2416.95,1.00E+02
2417.01,1.00E+02
2417.07,1.00E+02
2417.13,1.00E+02
2417.19,1.00E+02
2417.26,1.00E+02
2417.32,1.00E+02
2417.38,1.00E+02
2417.44,1.00E+02
2417.5,1.00E+02
2417.56,1.00E+02
2417.62,1.00E+02
2417.68,1.00E+02
2417.74,1.00E+02
2417.8,1.00E+02
2417.86,1.00E+02
2417.92,1.00E+02
2417.98,1.00E+02
2418.04,1.00E+02
2418.1,1.00E+02
2418.16,1.00E+02
2418.22,1.00E+02
2418.28,1.00E+02
2418.34,1.00E+02
2418.4,1.00E+02
2418.46,1.00E+02
2418.52,1.00E+02
2418.58,1.00E+02
2418.64,1.00E+02
2418.7,1.00E+02
2418.76,1.00E+02
2418.82,1.00E+02
2418.88,1.00E+02
2418.94,1.00E+02
2419,1.00E+02
2419.06,1.00E+02
2419.12,1.00E+02
2419.18,1.00E+02
2419.24,1.00E+02
2419.3,1.00E+02
2419.36,1.00E+02
2419.42,1.00E+02
2419.48,1.00E+02
2419.55,1.00E+02
2419.61,1.00E+02
2419.67,1.00E+02
2419.73,1.00E+02
2419.79,1.00E+02
2419.85,1.00E+02
2419.91,1.00E+02
2419.97,1.00E+02
2420.03,1.00E+02
2420.09,1.00E+02
2420.15,1.00E+02
2420.21,1.00E+02
2420.27,1.00E+02
2420.33,1.00E+02
2420.39,1.00E+02
2420.45,1.00E+02
2420.51,1.00E+02
2420.57,1.00E+02
2420.63,1.00E+02
2420.69,1.00E+02
2420.75,1.00E+02
2420.81,1.00E+02
2420.87,1.00E+02
2420.93,1.00E+02
2420.99,1.00E+02
2421.05,1.00E+02
2421.11,1.00E+02
2421.17,1.00E+02
2421.23,1.00E+02
2421.29,1.00E+02
2421.35,1.00E+02
2421.41,1.00E+02
2421.47,1.00E+02
2421.53,1.00E+02
2421.59,1.00E+02
2421.65,1.00E+02
2421.71,1.00E+02
2421.78,1.00E+02
2421.84,1.00E+02
2421.9,1.00E+02
2421.96,1.00E+02
2422.02,1.00E+02
2422.08,1.00E+02
2422.14,1.00E+02
2422.2,1.00E+02
2422.26,1.00E+02
2422.32,1.00E+02
2422.38,1.00E+02
2422.44,1.00E+02
2422.5,1.00E+02
2422.56,1.00E+02
2422.62,1.00E+02
2422.68,1.00E+02
2422.74,1.00E+02
2422.8,1.00E+02
2422.86,1.00E+02
2422.92,1.00E+02
2422.98,1.00E+02
2423.04,1.00E+02
2423.1,1.00E+02
2423.16,1.00E+02
2423.22,1.00E+02
2423.28,1.00E+02
2423.34,1.00E+02
2423.4,1.00E+02
2423.46,1.00E+02
2423.52,1.00E+02
2423.58,1.00E+02
2423.64,1.00E+02
2423.7,1.00E+02
2423.76,1.00E+02
2423.82,1.00E+02
2423.88,1.00E+02
2423.94,1.00E+02
2424,1.00E+02
2424.07,1.00E+02
2424.13,1.00E+02
2424.19,1.00E+02
2424.25,1.00E+02
2424.31,1.00E+02
2424.37,1.00E+02
2424.43,1.00E+02
2424.49,1.00E+02
2424.55,1.00E+02
2424.61,1.00E+02
2424.67,1.00E+02
2424.73,1.00E+02
2424.79,1.00E+02
2424.85,1.00E+02
2424.91,1.00E+02
